Epoch,Train Loss,Train Acc,Val Acc
1,1.4099943559763213,0.48034934497816595,0.3684210526315789
2,0.7508666718370529,0.8558951965065502,0.631578947368421
3,0.2764316287753884,0.9737991266375546,0.868421052631579
4,0.07217269397328514,0.9912663755458515,0.8771929824561403
5,0.03547896155233467,0.9934497816593887,0.956140350877193
6,0.035972205340439316,0.9890829694323144,0.8771929824561403
7,0.025899231661615413,0.9956331877729258,0.9649122807017544
8,0.029675348430026047,0.9934497816593887,0.9649122807017544
9,0.028520801783779304,0.9934497816593887,0.9298245614035088
10,0.06705305364194396,0.9759825327510917,0.9736842105263158
